transaction_id,order_date,ship_date,customer_id,product_sku,store_id,quantity,unit_price,gross_sales,discount_rate,discount_amount,net_sales,total_cost,shipping_cost,profit,profit_margin_pct,order_status_raw,order_status_clean_reference,payment_method_raw,payment_method_clean_reference,shipping_mode_raw,shipping_mode_clean_reference,promo_name_raw,sales_rep_raw,customer_rating,data_quality_note
TRX-009524,2024-10-05,2024-10-10,CUST-00969,SKU-0020,STR-048,2,1089.29,2178.58,0.0,0.0,2178.58,1632.55,23.46,522.57,23.99,Complete,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,,3,
TRX-001618,2024-11-29,2024-12-04,CUST-00472,SKU-0074,STR-040,4,82.6,330.39,0.15,49.56,280.83,283.67,37.02,-39.86,-14.19,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,Holiday Deals,Jamie Wilson,5,
TRX-000566,2024-11-21,2024-11-28,CUST-01560,SKU-0092,STR-055,1,279.3,279.3,0.05,13.97,265.33,187.73,29.02,48.58,18.31,Completed,Completed,Cash,Cash,First Class,First Class,Holiday Deals,Alex Reed,4,
TRX-000922,2024-11-02,2024-11-09,CUST-01669,SKU-0002,STR-058,1,826.16,826.16,0.25,206.54,619.62,477.3,18.36,123.96,20.01,done,Completed,paypal,PayPal,standard,Standard,Black Friday,Jamie Wilson,1,
TRX-000920,2024-06-28,2024-07-03,CUST-01710,SKU-0075,STR-075,1,135.95,135.95,0.0,0.0,135.95,73.19,34.09,28.67,21.09,Done,Completed,PayPal,PayPal,First Class,First Class,no promo,Riley Adams,5,
TRX-004814,2024-11-02,2024-11-05,CUST-00366,SKU-0134,STR-037,1,400.8,400.8,0.15,60.12,340.68,247.29,30.89,62.5,18.35,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Cyber Week,Jordan Lewis,3,
TRX-004069,2025-10-30,2025-10-31,CUST-01714,SKU-0090,STR-032,1,1185.22,1185.22,0.03,35.56,1149.66,902.44,21.49,225.73,19.63,Completed,Completed,PayPal,PayPal,Standard,Standard,Flash Sale,Morgan Clark,4,
TRX-011379,2025-11-17,2025-11-18,CUST-00491,SKU-0117,STR-045,1,585.58,585.58,0.15,87.84,497.74,378.0,34.08,85.66,17.21,COMPLETED,Completed,Debit Card,Debit Card,First Class,First Class,Holiday Deals,Jordan Lewis,5,
TRX-004360,2024-03-23,2024-03-28,CUST-00906,SKU-0016,STR-036,5,1018.95,5094.73,0.0,0.0,5094.73,3657.03,40.67,1397.03,27.42, Completed ,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jamie Wilson,4,
TRX-007404,2025-08-30,2025-09-04,CUST-00125,SKU-0025,STR-046,2,259.95,519.89,0.0,0.0,519.89,349.19,31.28,139.42,26.82,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Riley Adams,2,standardize_text
TRX-003523,2025-04-07,2025-04-10,CUST-00710,SKU-0001,STR-013,3,744.69,2234.08,0.0,0.0,2234.08,2005.55,22.93,205.6,9.2,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Riley Adams,4,
TRX-007742,2025-11-09,2025-11-13,CUST-02207,SKU-0148,STR-027,2,525.3,1050.59,0.1,105.06,945.53,678.23,29.34,237.96,25.17,Completed,Completed,Cash,Cash,Second Class,Second Class,Black Friday,,1,standardize_text
TRX-009646,2025-11-27,2025-12-01,CUST-01733,SKU-0003,STR-076,1,1832.98,1832.98,0.05,91.65,1741.33,1190.91,22.01,528.41,30.35,Completed,Completed,Cash,Cash,Standard,Standard,Black Friday,Morgan Clark,5,
TRX-000310,2024-05-28,2024-06-01,CUST-01893,SKU-0036,STR-030,1,127.58,127.58,0.05,6.38,121.2,90.28,26.74,4.18,3.45,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,Flash Sale,Riley Adams,3,
TRX-003644,2025-04-29,2025-05-04,CUST-00046,SKU-0187,STR-076,2,572.56,1145.13,0.0,0.0,1145.13,713.17,54.58,377.38,32.96,Completed,Completed,Cash,Cash,Same Day,Same Day,No Promo,,5,
TRX-011790,2025-08-05,2025-08-09,CUST-02581,SKU-0166,STR-046,1,1710.65,1710.65,0.0,0.0,1710.65,1210.91,26.31,473.43,27.68,completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Casey Hill,4,
TRX-006367,2025-04-07,2025-04-14,CUST-00514,SKU-0098,STR-027,1,400.8,400.8,0.1,40.08,360.72,299.13,25.91,35.68,9.89,Completed,Completed, Debit Card ,Debit Card, Second Class ,Second Class,Member Discount,Morgan Clark,4,
TRX-003103,2025-03-21,2025-03-28,CUST-01409,SKU-0170,STR-054,1,534.53,534.53,0.0,0.0,534.53,317.08,19.72,197.73,36.99,Completed,Completed,Debit Card,Debit Card,Standard,Standard, No Promo ,Alex Reed,2,
TRX-010633,2024-12-27,2025-01-03,CUST-01599,SKU-0098,STR-053,1,401.36,401.36,0.25,100.34,301.02,284.45,25.37,-8.8,-2.92,COMPLETED,Completed,PayPal,PayPal,Second Class,Second Class,Holiday Deals,Morgan Clark,5,
TRX-000232,2025-05-05,2025-05-09,CUST-00502,SKU-0175,STR-030,1,889.23,889.23,0.0,0.0,889.23,680.11,25.77,183.35,20.62,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,No Promo,Alex Reed,2,
TRX-005990,2024-04-06,2024-04-08,CUST-01402,SKU-0177,STR-020,1,1868.41,1868.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled, Credit Card ,Credit Card,Standard,Standard,no promo,Taylor Brooks,4,
TRX-012286,2025-01-05,2025-01-07,CUST-01402,SKU-0079,STR-011,3,32.69,98.06,0.0,0.0,98.06,83.3,48.07,-33.31,-33.97,Completed,Completed,PayPal,PayPal,First Class,First Class,no promo,Alex Reed,3,
TRX-009478,2025-08-20,2025-08-21,CUST-01017,SKU-0115,STR-072,1,1182.85,1182.85,0.0,0.0,1182.85,698.02,19.06,465.77,39.38,COMPLETED,Completed,PayPal,PayPal,Standard,Standard,No Promo,Alex Reed,5,
TRX-011803,2025-06-17,2025-06-24,CUST-00039,SKU-0110,STR-066,1,470.34,470.34,0.0,0.0,470.34,325.35,27.53,117.46,24.97,COMPLETED,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Morgan Clark,4,
TRX-010333,2025-04-07,2025-04-08,CUST-01412,SKU-0032,STR-083,2,228.51,457.02,0.0,0.0,457.02,347.96,22.31,86.75,18.98,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Taylor Brooks,5,
TRX-006384,2025-08-22,2025-08-24,CUST-00086,SKU-0130,STR-044,2,1590.09,3180.17,0.0,0.0,-3180.17,-1915.82,19.69,-1538.45,0.0,Returned,Returned,PayPal,PayPal, Standard ,Standard,No Promo,Morgan Clark,3,
TRX-006220,2025-11-08,2025-11-11,CUST-01366,SKU-0047,STR-062,1,1006.41,1006.41,0.25,251.6,754.81,626.16,28.81,99.84,13.23,Completed,Completed,Debit Card,Debit Card,First Class,First Class,Holiday Deals,Morgan Clark,5,
TRX-001138,2024-08-03,2024-08-10,CUST-01019,SKU-0056,STR-035,1,736.11,736.11,0.0,0.0,736.11,549.41,18.16,168.54,22.9,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Jamie Wilson,5,
TRX-004312,2024-01-03,2024-01-05,CUST-02277,SKU-0111,STR-025,2,808.66,1617.31,0.1,161.73,1455.58,1229.71,21.42,204.45,14.05,Completed,Completed,Cash,Cash,Standard,Standard,Member Discount,Jordan Lewis,5,
TRX-012481,2025-02-14,2025-02-18,CUST-02131,SKU-0136,STR-084,2,1579.13,3158.26,0.0,0.0,3158.26,2096.5,37.09,1024.67,32.44,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Taylor Brooks,3,possible_duplicate
TRX-002139,2025-12-14,2025-12-15,CUST-01388,SKU-0163,STR-071,1,1120.24,1120.24,0.05,56.01,1064.23,967.55,28.66,68.02,6.39,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Cyber Week,Alex Reed,5,
TRX-002400,2024-11-29,2024-12-01,CUST-01956,SKU-0107,STR-085,3,624.05,1872.15,0.05,93.61,1778.54,1331.73,29.39,417.42,23.47,Completed,Completed,Wire Transfer,Bank Transfer,Standard,Standard,Holiday Deals,Jamie Wilson,5,
TRX-004770,2025-07-22,2025-07-26,CUST-00590,SKU-0034,STR-050,1,217.12,217.12,0.15,32.57,184.55,154.31,30.3,-0.06,-0.03,Completed,Completed,Cash,Cash,First Class,First Class,Clearance Sale,Jordan Lewis,5,standardize_text
TRX-010520,2025-04-24,2025-04-28,CUST-02225,SKU-0114,STR-053,1,467.67,467.67,0.0,0.0,467.67,279.74,16.93,171.0,36.56,Completed,Completed,debit,Debit Card,standard,Standard,No Promo,Taylor Brooks,3,
TRX-003102,2024-12-26,2024-12-29,CUST-01902,SKU-0172,STR-066,1,1274.43,1274.43,0.25,318.61,955.82,715.03,19.1,221.69,23.19,Completed,Completed,Cash,Cash,Standard,Standard,Cyber Week,Riley Adams,4,
TRX-010911,2025-07-19,2025-07-24,CUST-00796,SKU-0167,STR-075,1,646.41,646.41,0.05,32.32,614.09,442.32,19.37,152.4,24.82,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Morgan Clark,5,
TRX-000291,2025-04-05,2025-04-08,CUST-01303,SKU-0153,STR-088,2,239.97,479.93,0.0,0.0,479.93,254.89,49.12,175.92,36.66,Completed,Completed,Credit Card,Credit Card,Same Day,Same Day,No Promo,,5,
TRX-011702,2024-09-02,2024-09-06,CUST-02449,SKU-0031,STR-059,1,44.4,44.4,0.0,0.0,44.4,31.89,16.88,-4.37,-9.84,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Riley Adams,5,possible_duplicate
TRX-004045,2024-11-05,2024-11-07,CUST-01393,SKU-0193,STR-023,1,276.88,276.88,0.15,41.53,235.35,180.25,37.78,17.32,7.36,Completed,Completed, Credit Card ,Credit Card,First Class,First Class,Holiday Deals,Jordan Lewis,5,
TRX-010308,2025-12-16,2025-12-23,CUST-00273,SKU-0185,STR-050,1,295.02,295.02,0.25,73.75,221.27,189.02,20.11,12.14,5.49,Completed,Completed,debit,Debit Card,Standard,Standard,Cyber Week,Riley Adams,5,
TRX-006630,2025-09-10,2025-09-13,CUST-02392,SKU-0048,STR-081,2,1347.03,2694.06,0.05,134.7,2559.36,1889.03,27.98,642.35,25.1,Completed,Completed,Cash,Cash,second class,Second Class, Flash Sale ,Riley Adams,4,
TRX-002863,2025-05-17,2025-05-24,CUST-00958,SKU-0003,STR-048,2,1576.92,3153.84,0.08,252.31,2901.53,2378.38,26.23,496.92,17.13,Completed,Completed,Cash,Cash,Second Class,Second Class,Weekend Deal,,4,
TRX-009961,2024-06-16,2024-06-21,CUST-01422,SKU-0121,STR-083,1,1684.37,1684.37,0.0,0.0,1684.37,1439.27,22.9,222.2,13.19,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Riley Adams,4,
TRX-008170,2024-07-19,2024-07-22,CUST-01682,SKU-0089,STR-059,1,1035.33,1035.33,0.1,103.53,931.8,712.35,16.89,202.56,21.74,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Clearance Sale,,1,
TRX-002102,2025-03-05,2025-03-08,CUST-01247,SKU-0078,STR-012,1,53.51,53.51,0.0,0.0,53.51,41.83,34.48,-22.8,-42.61,COMPLETED,Completed,Bank Transfer,Bank Transfer,First Class,First Class,No Promo,Taylor Brooks,4,
TRX-008740,2025-12-29,2025-12-31,CUST-02128,SKU-0038,STR-009,1,41.82,41.82,0.05,2.09,39.73,28.97,28.73,-17.97,-45.23,Completed,Completed,PayPal,PayPal,Second Class,Second Class,Black Friday,Casey Hill,4,check_status
TRX-003950,2025-11-22,2025-11-26,CUST-01399,SKU-0191,STR-061,4,165.87,663.46,0.25,165.87,497.59,441.81,53.08,2.7,0.54,COMPLETED,Completed,Debit Card,Debit Card,Same Day,Same Day,Holiday Deals,Casey Hill,5,
TRX-006469,2024-12-08,2024-12-15,CUST-00826,SKU-0137,STR-072,2,1222.25,2444.5,0.1,244.45,2200.05,1826.49,27.29,346.27,15.74,COMPLETED,Completed,Bank Transfer,Bank Transfer, Standard ,Standard, Cyber Week ,,4,
TRX-006660,2025-11-19,2025-11-23,CUST-00059,SKU-0188,STR-058,1,131.46,131.46,0.05,6.57,124.89,89.08,18.65,17.16,13.74,Completed,Completed,Cash,Cash, Standard ,Standard,Holiday Deals,Taylor Brooks,5,trim_spaces
TRX-008653,2025-05-28,2025-06-02,CUST-00884,SKU-0079,STR-045,2,35.84,71.67,0.0,0.0,71.67,57.37,20.38,-6.08,-8.48,Completed,Completed,Cash,Cash,standard,Standard, No Promo ,Jamie Wilson,5,
TRX-011675,2025-02-28,2025-03-07,CUST-01532,SKU-0012,STR-016,1,1801.55,1801.55,0.0,0.0,1801.55,1338.02,29.44,434.09,24.1,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Casey Hill,5,
TRX-005684,2025-11-09,2025-11-13,CUST-00542,SKU-0061,STR-014,1,353.81,353.81,0.05,17.69,336.12,245.91,21.97,68.24,20.3,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Cyber Week,Riley Adams,4,
TRX-003602,2025-11-24,2025-11-28,CUST-02333,SKU-0178,STR-021,1,1438.01,1438.01,0.2,287.6,1150.41,1016.8,36.22,97.39,8.47,Completed,Completed,Debit Card,Debit Card,First Class,First Class,Holiday Deals,Taylor Brooks,5,
TRX-005469,2025-09-25,2025-09-28,CUST-00908,SKU-0030,STR-072,1,269.13,269.13,0.03,8.07,-261.06,-120.12,26.97,-188.79,0.0,Return,Returned,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Weekend Deal,Morgan Clark,4,
TRX-002040,2025-12-28,2026-01-02,CUST-02078,SKU-0116,STR-068,1,1026.13,1026.13,0.05,51.31,974.82,841.54,29.02,104.26,10.7,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Holiday Deals,,4,
TRX-010598,2024-04-19,2024-04-24,CUST-02444,SKU-0139,STR-073,1,1245.76,1245.76,0.0,0.0,1245.76,948.59,20.09,277.08,22.24,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Jamie Wilson,3,trim_spaces
TRX-004550,2024-03-14,2024-03-19,CUST-00527,SKU-0170,STR-030,1,520.59,520.59,0.0,0.0,520.59,307.34,25.21,188.04,36.12,Done,Completed,Debit Card,Debit Card, Second Class ,Second Class,No Promo,Alex Reed,1,
TRX-001897,2024-11-22,2024-11-29,CUST-00193,SKU-0145,STR-088,2,320.67,641.34,0.15,96.2,545.14,489.84,26.11,29.19,5.35,Complete,Completed,Bank Transfer,Bank Transfer,STD,Standard,Holiday Deals,Alex Reed,1,
TRX-002789,2025-03-01,2025-03-02,CUST-01604,SKU-0037,STR-062,1,81.94,81.94,0.0,0.0,-81.94,-46.27,19.13,-61.36,0.0,Retured,Returned,Debit Card,Debit Card,Standard,Standard,No Promo,Casey Hill,4,
TRX-003135,2025-01-06,2025-01-13,CUST-01341,SKU-0057,STR-086,1,213.23,213.23,0.0,0.0,213.23,142.58,29.21,41.44,19.43,Done,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,Morgan Clark,4,
TRX-002810,2024-12-29,2025-01-03,CUST-00340,SKU-0132,STR-015,2,827.02,1654.04,0.2,330.81,1323.23,1384.72,29.15,-90.64,-6.85,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Holiday Deals,Riley Adams,4,
TRX-012330,2025-12-15,2025-12-22,CUST-02452,SKU-0163,STR-040,1,1151.94,1151.94,0.15,172.79,979.15,973.43,20.66,-14.94,-1.53,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,standard,Standard,Cyber Week,Taylor Brooks,4,possible_duplicate
TRX-003197,2025-12-27,2025-12-28,CUST-00748,SKU-0076,STR-054,1,129.95,129.95,0.1,12.99,116.96,103.55,30.8,-17.39,-14.87,Completed,Completed,Cash,Cash,First Class,First Class,Cyber Week,Taylor Brooks,4,standardize_text
TRX-005271,2025-01-16,2025-01-17,CUST-00002,SKU-0144,STR-065,2,381.82,763.64,0.0,0.0,763.64,561.45,29.21,172.98,22.65,Completed,Completed,Credit Card,Credit Card, Second Class ,Second Class,No Promo,Morgan Clark,4,
TRX-011158,2025-09-25,2025-09-30,CUST-01648,SKU-0036,STR-006,2,125.97,251.94,0.0,0.0,251.94,171.28,21.52,59.14,23.47,completed,Completed,CASH,Cash,Standard,Standard,No Promo,,5,
TRX-005215,2025-06-21,2025-06-28,CUST-00980,SKU-0075,STR-002,4,133.46,533.84,0.0,0.0,533.84,290.7,65.04,178.1,33.36,Completed,Completed,Credit Card,Credit Card,Same Day,Same Day,No Promo,Alex Reed,5,standardize_text
TRX-007017,2024-11-11,2024-11-12,CUST-01416,SKU-0174,STR-088,4,1906.9,7627.59,0.2,1525.52,6102.07,5518.75,27.11,556.21,9.12,Completed,Completed,Debit,Debit Card, Standard ,Standard,Cyber Week,Riley Adams,5,
TRX-005723,2024-10-25,2024-10-27,CUST-00754,SKU-0032,STR-030,2,208.91,417.83,0.0,0.0,417.83,345.21,20.92,51.7,12.37,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Riley Adams,4,check_status
TRX-004800,2024-06-04,2024-06-07,CUST-00593,SKU-0072,STR-071,1,102.5,102.5,0.0,0.0,102.5,86.3,26.93,-10.73,-10.47,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,No Promo,Alex Reed,3,
TRX-000550,2024-04-17,2024-04-24,CUST-01146,SKU-0139,STR-069,1,1139.26,1139.26,0.05,56.96,1082.3,961.13,33.56,87.61,8.09,Completed,Completed,Cash,Cash,First Class,First Class,Weekend Deal,Morgan Clark,3,
TRX-012297,2025-07-10,2025-07-13,CUST-00133,SKU-0141,STR-087,1,396.46,396.46,0.15,59.47,336.99,270.83,24.72,41.44,12.3,Done,Completed,PAYPAL,PayPal,Second Class,Second Class,Clearance Sale,Riley Adams,4,
TRX-012291,2025-07-02,2025-07-07,CUST-00827,SKU-0105,STR-009,2,505.37,1010.74,0.1,101.07,909.67,601.63,25.39,282.65,31.07,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Clearance Sale,Taylor Brooks,3,
TRX-005762,2024-05-28,2024-05-29,CUST-02061,SKU-0022,STR-001,1,281.33,281.33,0.0,0.0,281.33,225.56,27.62,28.15,10.01,Completed,Completed,Bank Transfer,Bank Transfer, Second Class ,Second Class,No Promo,Morgan Clark,3,
TRX-000774,2025-01-09,2025-01-16,CUST-00613,SKU-0151,STR-072,2,549.84,1099.69,0.0,0.0,1099.69,754.76,24.53,320.4,29.14,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Jamie Wilson,4,
TRX-007045,2024-04-19,2024-04-20,CUST-00261,SKU-0058,STR-052,1,409.49,409.49,0.0,0.0,409.49,298.17,22.57,88.75,21.67,Completed,Completed,Bank Transfer,Bank Transfer,2nd Class,Second Class,no promo,Morgan Clark,3,
TRX-009802,2024-11-03,2024-11-07,CUST-00570,SKU-0156,STR-088,2,424.09,848.18,0.2,169.64,678.54,570.53,24.85,83.16,12.26,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Black Friday,Riley Adams,4,
TRX-002712,2024-03-01,2024-03-02,CUST-00080,SKU-0021,STR-070,1,516.08,516.08,0.0,0.0,516.08,400.71,33.5,81.87,15.86,Completed,Completed,Cash,Cash,First Class,First Class,No Promo,Casey Hill,4,
TRX-010040,2024-05-06,2024-05-13,CUST-00024,SKU-0185,STR-048,2,259.34,518.68,0.0,0.0,518.68,354.69,20.02,143.97,27.76,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Jordan Lewis,4,
TRX-011998,2024-12-21,2024-12-28,CUST-01724,SKU-0125,STR-053,2,1889.68,3779.36,0.1,377.94,3401.42,2983.05,33.49,384.88,11.32,Completed,Completed,Cash,Cash,First Class,First Class,Cyber Week,Taylor Brooks,4,
TRX-009574,2025-11-01,2025-11-02,CUST-00324,SKU-0094,STR-073,1,724.99,724.99,0.2,145.0,579.99,518.23,18.51,43.25,7.46,COMPLETED,Completed,Cash,Cash,Standard,Standard, Holiday Deals ,Taylor Brooks,5,
TRX-007248,2025-08-13,2025-08-18,CUST-02527,SKU-0095,STR-010,1,910.32,910.32,0.0,0.0,910.32,506.31,23.08,380.93,41.85,completed,Completed,Cash,Cash,Standard,Standard,no promo,Jamie Wilson,2,
TRX-004532,2025-10-23,2025-10-30,CUST-01171,SKU-0043,STR-012,2,774.31,1548.61,0.0,0.0,1548.61,1269.96,38.42,240.23,15.51,Completed,Completed,Credit Card,Credit Card,First Class,First Class,No Promo,Taylor Brooks,1,
TRX-005291,2025-04-05,2025-04-10,CUST-02179,SKU-0105,STR-074,1,526.84,526.84,0.0,0.0,526.84,308.58,48.54,169.72,32.21,Completed,Completed,PayPal,PayPal,Same Day,Same Day,No Promo,Jamie Wilson,4,check_status
TRX-000618,2025-07-01,2025-07-05,CUST-01085,SKU-0057,STR-019,1,225.2,225.2,0.15,33.78,191.42,142.53,19.69,29.2,15.25,Completed,Completed,Bank Transfer,Bank Transfer, Standard ,Standard,Summer Sale,,3,standardize_text
TRX-006007,2025-06-19,2025-06-22,CUST-02430,SKU-0082,STR-010,1,657.13,657.13,0.0,0.0,657.13,476.76,20.31,160.06,24.36,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,no promo,Riley Adams,1,
TRX-000333,2024-11-14,2024-11-17,CUST-00581,SKU-0106,STR-066,1,387.11,387.11,0.15,58.07,329.04,274.77,46.21,8.06,2.45,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Same Day,Same Day,Cyber Week,Riley Adams,4,
TRX-005764,2025-07-16,2025-07-18,CUST-02333,SKU-0015,STR-013,1,703.04,703.04,0.05,35.15,667.89,476.19,20.53,171.17,25.63,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Clearance Sale,Jamie Wilson,5,standardize_text
TRX-000095,2024-08-05,2024-08-07,CUST-00811,SKU-0027,STR-083,1,623.16,623.16,0.0,0.0,623.16,445.38,21.9,155.88,25.01,Completed,Completed,bank transfer,Bank Transfer,Standard,Standard,No Promo,,5,
TRX-010948,2025-08-05,2025-08-06,CUST-02316,SKU-0083,STR-020,1,1377.42,1377.42,0.0,0.0,1377.42,944.03,34.89,398.5,28.93, Completed ,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Alex Reed,4,
TRX-009652,2025-11-18,2025-11-23,CUST-00868,SKU-0168,STR-077,1,1922.33,1922.33,0.25,480.58,1441.75,1092.48,20.34,328.93,22.81,Completed,Completed,Cash,Cash,Standard,Standard,Cyber Week,Casey Hill,5,
TRX-011384,2025-12-04,2025-12-08,CUST-01315,SKU-0173,STR-027,1,1836.13,1836.13,0.2,367.23,1468.9,1429.85,19.06,19.99,1.36,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Holiday Deals,,4,
TRX-000416,2024-01-23,2024-01-28,CUST-02094,SKU-0091,STR-013,2,833.54,1667.08,0.0,0.0,1667.08,1355.65,24.59,286.84,17.21,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Jordan Lewis,4,possible_duplicate
TRX-001766,2024-09-14,2024-09-16,CUST-02340,SKU-0125,STR-064,1,2176.19,2176.19,0.03,65.29,2110.9,1543.41,25.33,542.16,25.68,Completed,Completed,Cash,Cash,Second Class,Second Class,Weekend Deal,Jamie Wilson,3,check_status
TRX-000325,2025-10-12,2025-10-19,CUST-01455,SKU-0051,STR-022,1,813.05,813.05,0.0,0.0,813.05,575.03,29.4,208.62,25.66,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Alex Reed,3,
TRX-007024,2024-04-26,2024-04-30,CUST-00271,SKU-0006,STR-055,2,725.68,1451.37,0.0,0.0,1451.37,889.44,30.32,531.61,36.63,Completed,Completed,CASH,Cash,First Class,First Class,No Promo,,1,
TRX-008289,2025-12-09,2025-12-10,CUST-01073,SKU-0046,STR-017,6,933.55,5601.29,0.05,280.06,5321.23,4007.4,46.7,1267.13,23.81,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,standard,Standard,Black Friday,,4,
TRX-000962,2025-04-19,2025-04-23,CUST-02123,SKU-0123,STR-006,3,1114.6,3343.79,0.0,0.0,3343.79,2916.21,45.82,381.76,11.42,completed,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,Jordan Lewis,4,
TRX-009353,2024-09-08,2024-09-12,CUST-02169,SKU-0011,STR-070,1,1574.3,1574.3,0.0,0.0,1574.3,1166.0,21.36,386.94,24.58,Completed,Completed,bank transfer,Bank Transfer,Standard,Standard,No Promo,Casey Hill,4,
TRX-000273,2025-01-19,2025-01-21,CUST-02414,SKU-0100,STR-062,1,717.15,717.15,0.0,0.0,717.15,448.42,25.16,243.57,33.96,done,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Jamie Wilson,4,standardize_text
TRX-009307,2025-02-03,2025-02-10,CUST-00299,SKU-0135,STR-071,1,903.83,903.83,0.0,0.0,903.83,578.95,22.37,302.51,33.47,done,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,,1,
TRX-007644,2025-10-15,2025-10-22,CUST-02247,SKU-0047,STR-002,2,1016.99,2033.99,0.0,0.0,2033.99,1290.76,27.2,716.03,35.2,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Jamie Wilson,2,
TRX-006592,2025-07-18,2025-07-19,CUST-01431,SKU-0192,STR-071,1,239.06,239.06,0.15,35.86,203.2,142.42,36.01,24.77,12.19,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Clearance Sale,Riley Adams,4,
TRX-004458,2024-08-17,2024-08-19,CUST-02001,SKU-0073,STR-055,1,128.44,128.44,0.0,0.0,128.44,73.7,17.92,36.82,28.67,Completed,Completed,CC,Credit Card,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-011867,2024-03-07,2024-03-14,CUST-00897,SKU-0045,STR-001,2,1150.29,2300.57,0.0,0.0,2300.57,1399.54,27.54,873.49,37.97,Completed,Completed,credit card,Credit Card,Standard,Standard,No Promo,Taylor Brooks,4,
TRX-002440,2024-07-08,2024-07-13,CUST-01473,SKU-0182,STR-062,3,469.66,1408.97,0.15,211.35,1197.62,1030.8,28.56,138.26,11.54,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Clearance Sale,,4,check_status
TRX-009432,2025-07-27,2025-07-28,CUST-01981,SKU-0148,STR-062,1,492.07,492.07,0.15,73.81,418.26,329.32,25.08,63.86,15.27,Completed,Completed,PayPal,PayPal,Second Class,Second Class,Summer Sale,Morgan Clark,4,
TRX-003452,2024-01-20,2024-01-21,CUST-00870,SKU-0050,STR-045,2,1573.38,3146.76,0.0,0.0,3146.76,2038.95,21.71,1086.1,34.51,completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-008747,2025-03-20,2025-03-25,CUST-01571,SKU-0005,STR-014,1,1989.68,1989.68,0.0,0.0,1989.68,1434.38,34.67,520.63,26.17,Completed,Completed, Credit Card ,Credit Card,First Class,First Class,No Promo,Jordan Lewis,2,
